MovieID,Title,IMDbRating,Plot,Director,Actors,Genre,Runtime,Released
442,Demolition Man,6.7,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock","Action, Sci-Fi, Thriller",115 min,08 Oct 1993
444,Even Cowgirls Get the Blues,4.3,"Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, ""the Countess"" (Sir John Hurt), sends her to his ra...",Gus Van Sant,"Uma Thurman, Lorraine Bracco, Pat Morita","Comedy, Drama, Romance",106 min,20 May 1994
445,Fatal Instinct,5.7,"A cop who moonlights as a lawyer cheats on his wife, not knowing that she's cheating on him and plans to kill him for the insurance.",Carl Reiner,"Armand Assante, Sherilyn Fenn, Kate Nelligan","Comedy, Crime, Thriller",91 min,29 Oct 1993
446,Farewell My Concubine,8.1,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.,Kaige Chen,"Leslie Cheung, Fengyi Zhang, Gong Li","Drama, Music, Romance",171 min,15 Oct 1993
448,Fearless,7.1,A man's personality is dramatically changed after surviving a major airline crash.,Peter Weir,"Jeff Bridges, Isabella Rossellini, Rosie Perez","Drama, Thriller",122 min,05 Nov 1993
449,Fear of a Black Hat,7.2,"A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.",Rusty Cundieff,"Larry B. Scott, Mark Christopher Lawrence, Rusty Cundieff","Comedy, Music",88 min,03 Jun 1994
450,With Honors,6.7,"Convinced his thesis will have him graduate with honors from Harvard University, a stuffy student finds himself at the mercy of a homeless man's demands when he holds the papers hostage.",Alek Keshishian,"Joe Pesci, Brendan Fraser, Moira Kelly","Comedy, Drama",101 min,29 Apr 1994
451,Flesh and Bone,6.2,"Decades later, a son of a killer falls in love with a girl, whose family's horrifying murder he saw in childhood.",Steve Kloves,"Dennis Quaid, Meg Ryan, James Caan","Drama, Mystery, Romance",126 min,05 Nov 1993
452,Widows' Peak,6.7,"In 1934, an English widow moves to Widows' Peak, Ireland. She befriends other widows and the son of one. Hostility escalates between her and an Irish spinster.",John Irvin,"Joan Plowright, Mia Farrow, Natasha Richardson","Comedy, Crime, Drama",101 min,13 May 1994
453,For Love or Money,6.2,"Doug, a concierge at a luxury Manhattan hotel, saves all his tips toward his plan for a hotel. A potential investor seduces the girl Doug loves with false promises of leaving his wife. Doug's dilemma: hotel project or girl?",Barry Sonnenfeld,"Michael J. Fox, Gabrielle Anwar, Anthony Higgins","Comedy, Drama, Romance",96 min,01 Oct 1993
455,Free Willy,6.0,"When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.",Simon Wincer,"Jason James Richter, Lori Petty, Michael Madsen","Adventure, Drama, Family",112 min,16 Jul 1993
456,Fresh,7.5,"Death and violence anger a twelve-year-old drug courier, who sets his employers against each other.",Boaz Yakin,"Sean Nelson, Giancarlo Esposito, Samuel L. Jackson","Crime, Drama, Thriller",114 min,02 Sep 1994
458,Geronimo: An American Legend,6.5,The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.,Walter Hill,"Jason Patric, Gene Hackman, Robert Duvall","Drama, History, Western",115 min,10 Dec 1993
460,Getting Even with Dad,4.9,A thief's son cons his father into spending more time with him.,Howard Deutch,"Macaulay Culkin, Ted Danson, Glenne Headly","Comedy, Crime, Family",109 min,17 Jun 1994
461,Go Fish,5.7,A romantic tale about finding a soulmate. The only difference here is that both partners are women...in Chicago's lesbian community.,Rose Troche,"V.S. Brodie, Guinevere Turner, T. Wendy McMillan","Comedy, Drama, Romance",83 min,08 Jul 1994
463,Guilty as Sin,5.7,"A female lawyer takes an accused wife-murderer as a client, but finds herself morally compelled to betray him one way or another.",Sidney Lumet,"Rebecca De Mornay, Don Johnson, Stephen Lang","Crime, Drama, Thriller",107 min,04 Jun 1993
464,Hard Target,6.2,"A woman hires a drifter as her guide through New Orleans in search of her missing father. In the process, they discover a deadly game of cat and mouse behind his disappearance.",John Woo,"Jean-Claude Van Damme, Lance Henriksen, Yancy Butler","Action, Crime, Thriller",97 min,20 Aug 1993
465,Heaven & Earth,6.8,"During the Vietnam War, a Vietnamese woman struggles hustling on the streets, where she comes face to face with those involved in the conflict around her.",Oliver Stone,"Hiep Thi Le, Tommy Lee Jones, Haing S. Ngor","Action, Biography, Drama",140 min,07 Jan 1994
466,Hot Shots! Part Deux,6.6,"""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams.",Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino","Action, Comedy",86 min,21 May 1993
467,Live Nude Girls,5.2,Four women get together for a bachelorette party.,Julianna Lavin,"Dana Delany, Kim Cattrall, Cynthia Stevenson",Comedy,95 min,08 Dec 1995
470,House Party 3,4.7,"Kid, after a lifetime 'playing the field', is about to get married. 'Play' plans to throw the best bachelor party ever - until 'Kid's' three wise-crackin' nephews come to town, intent on showing them what parties are all about.",Eric Meza,"Christopher Reid, Christopher Martin, David Edwards","Comedy, Music",100 min,12 Jan 1994
472,I'll Do Anything,5.5,"An aspiring actor's life gets upended when his ex-wife dumps their bossy, wild little daughter into his custody.",James L. Brooks,"Nick Nolte, Albert Brooks, Whittni Wright","Comedy, Drama",115 min,04 Feb 1994
473,In the Army Now,4.9,Two misguided youths join the reserves to make some money for their entrepreneurial dreams. No sooner than they finish basic training are they called up to do their part to save the free world.,Daniel Petrie Jr.,"Pauly Shore, Lori Petty, Andy Dick","Comedy, War",91 min,12 Aug 1994
474,In the Line of Fire,7.2,"Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.",Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo","Action, Crime, Drama",128 min,09 Jul 1993
475,In the Name of the Father,8.1,"An Irish man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them.",Jim Sheridan,"Daniel Day-Lewis, Pete Postlethwaite, Alison Crosbie","Biography, Crime, Drama",133 min,25 Feb 1994
477,What's Love Got to Do with It,7.3,"The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner.",Brian Gibson,"Angela Bassett, Laurence Fishburne, RaéVen Kelly","Biography, Drama, Music",118 min,25 Jun 1993
478,Jimmy Hollywood,5.3,"A failing actor living in crime infested Los Angeles, frustrated with his career, decides to take the law into his own hands, and becomes the leader of a mock-vigilante group that videotapes criminals and turns them over to the po...",Barry Levinson,"Joe Pesci, Christian Slater, Victoria Abril","Comedy, Crime, Drama",112 min,30 Mar 1994
479,Judgment Night,6.6,"Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",Stephen Hopkins,"Emilio Estevez, Cuba Gooding Jr., Denis Leary","Action, Crime, Drama",110 min,15 Oct 1993
480,Jurassic Park,8.2,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.",Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum","Action, Adventure, Sci-Fi",127 min,11 Jun 1993
481,Kalifornia,6.7,"A journalist duo goes on a tour of serial-killer murder sites with two companions, unaware that one of them is a serial killer himself.",Dominic Sena,"Brad Pitt, Juliette Lewis, Kathy Larson","Crime, Drama, Thriller",117 min,03 Sep 1993
483,King of the Hill,7.3,A young boy struggles on his own in a run-down hotel after his parents and younger brother are separated from him in 1930s Depression-era Midwest.,Steven Soderbergh,"Jesse Bradford, Jeroen Krabbé, Lisa Eichhorn","Drama, History",103 min,20 Aug 1993
484,Lassie,5.8,"When a family of 4 moves from Baltimore to a farm in rural Virginia, they adopt an abandoned collie. The dog becomes the son's companion and protector, helping him adapt to rural life.",Daniel Petrie,"Helen Slater, Tom Guiry, Jon Tenney","Family, Adventure",94 min,22 Jul 1994
485,Last Action Hero,6.5,"With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.",John McTiernan,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney","Action, Adventure, Comedy",130 min,18 Jun 1993
486,Life with Mikey,5.7,A once-popular actor who now runs a talent agency specializing in child acts is trying to discover the next star. He gets more than he bargained for when he recruits a child pickpocket.,James Lapine,"Michael J. Fox, Christina Vidal, Nathan Lane","Comedy, Family",91 min,04 Jun 1993
487,Lightning Jack,5.5,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last...",Simon Wincer,"Paul Hogan, Cuba Gooding Jr., Beverly D'Angelo","Comedy, Western",98 min,11 Mar 1994
488,M. Butterfly,6.7,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.",David Cronenberg,"Jeremy Irons, John Lone, Barbara Sukowa","Drama, Romance",101 min,01 Oct 1993
489,Made in America,5.1,"A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.",Richard Benjamin,"Whoopi Goldberg, Ted Danson, Will Smith",Comedy,111 min,28 May 1993
490,Malice,6.5,"A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",Harold Becker,"Alec Baldwin, Nicole Kidman, Bill Pullman","Crime, Mystery, Thriller",107 min,01 Oct 1993
492,Manhattan Murder Mystery,7.3,Middle-aged New York married couple Larry and Carol Lipton suspect foul play when their neighbor Paul House's wife Lillian suddenly drops dead.,Woody Allen,"Woody Allen, Diane Keaton, Jerry Adler","Comedy, Mystery",104 min,18 Aug 1993
493,Menace II Society,7.5,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,"Albert Hughes, Allen Hughes","Tyrin Turner, Larenz Tate, June Kyoto Lu","Crime, Drama, Thriller",97 min,26 May 1993
494,Executive Decision,6.5,"When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",Stuart Baird,"Kurt Russell, Halle Berry, Steven Seagal","Action, Adventure, Thriller",133 min,15 Mar 1996
496,What Happened Was...,7.2,"Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night. As this 'first date' plays out, the audience is guided through a mental minefield of disappointment.",Tom Noonan,"Tom Noonan, Karen Sillas","Comedy, Drama, Romance",91 min,09 Sep 1994
497,Much Ado About Nothing,7.3,"Young lovers, and soon to wed, Hero and Claudio conspire to get verbal sparring partners and confirmed singles, Benedick and Beatrice, to wed as well.",Kenneth Branagh,"Kenneth Branagh, Emma Thompson, Keanu Reeves","Comedy, Drama, Romance",111 min,02 Jul 1993
498,Mr. Jones,5.8,"After being arrested during a manic episode, a man who suffers from bipolar disorder is treated by a psychiatrist who begins to develop romantic feelings towards him.","Mike Figgis, Jon Amiel","Richard Gere, Lena Olin, Anne Bancroft","Drama, Romance",114 min,08 Oct 1993
499,Mr. Wonderful,5.9,"In an attempt to end alimony payments, a working class man tries to set up his ex wife with potential husbands.",Anthony Minghella,"Matt Dillon, Annabella Sciorra, Mary-Louise Parker","Comedy, Romance",98 min,15 Oct 1993
500,Mrs. Doubtfire,7.1,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan","Comedy, Drama",125 min,24 Nov 1993
501,Naked,7.7,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,Mike Leigh,"David Thewlis, Lesley Sharp, Katrin Cartlidge","Comedy, Drama",131 min,04 Feb 1994
504,No Escape,6.1,A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.,Martin Campbell,"Ray Liotta, Lance Henriksen, Stuart Wilson","Action, Drama, Sci-Fi",118 min,29 Apr 1994
505,North,4.5,"Sick of the neglect he receives from his mom and dad, a young boy leaves home and travels the world in search of new parents.",Rob Reiner,"Elijah Wood, Bruce Willis, Jason Alexander","Adventure, Comedy, Drama",87 min,22 Jul 1994
506,Orlando,N/A,N/A,N/A,"Felicity Palmer, Rosemary Joshua, Rosa Mannion","Drama, Fantasy, Music",N/A,N/A
508,Philadelphia,7.7,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small-time lawyer as the only willing advocate for a wrongful dismissal suit.",Jonathan Demme,"Tom Hanks, Denzel Washington, Roberta Maxwell",Drama,125 min,14 Jan 1994
